Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Accident_History,Fuel_Efficiency,Need_Maintenance,Warranty_Status,Days_To_Expiry,Age_Group,Service_Month
Truck,37345,Average,2,6,Diesel,149997,2023-11-20,2026-02-15,Second,0,17.032297709385762,1,Expired,-35,5-8 yrs,2023-11
Bus,59176,Good,5,6,Petrol,147282,2023-08-09,2024-06-17,Second,2,17.219275518508464,1,Expired,-643,5-8 yrs,2023-08
Motorcycle,32756,Average,5,3,Diesel,149691,2023-12-12,2025-06-18,First,0,15.454883604597828,1,Expired,-277,2-3 yrs,2023-12
Truck,55602,Good,4,2,Petrol,26467,2023-08-20,2024-09-12,Second,3,16.45193358385365,1,Expired,-556,1-2 yrs,2023-08
Van,61191,Average,5,2,Petrol,64644,2023-07-16,2024-08-01,First,1,11.856726297327464,1,Expired,-598,1-2 yrs,2023-07
Bus,70896,Poor,5,1,Diesel,14736,2024-01-17,2025-12-10,Second,3,15.515959900729648,1,Expired,-102,Under 1 yr,2024-01
Motorcycle,68944,Poor,4,1,Diesel,3203,2023-08-19,2025-11-15,Third,2,11.293856520003558,1,Expired,-127,Under 1 yr,2023-08
Truck,78982,Good,0,7,Petrol,90133,2023-07-21,2024-12-06,First,1,10.78891293919302,0,Expired,-471,5-8 yrs,2023-07
Bus,56961,Average,0,4,Electric,116581,2023-04-04,2024-09-07,First,1,18.77138615421772,1,Expired,-561,3-5 yrs,2023-04
Van,49361,Good,4,6,Diesel,33548,2023-08-19,2026-03-16,Second,2,15.268408993912368,1,Expired,-6,5-8 yrs,2023-08
Bus,46692,Poor,2,8,Diesel,91114,2023-07-29,2024-09-19,First,1,14.23568548491134,1,Expired,-549,5-8 yrs,2023-07
Truck,60473,Poor,3,1,Petrol,39762,2023-07-28,2025-01-27,Third,1,11.428311778461376,1,Expired,-419,Under 1 yr,2023-07
Van,72010,Good,5,3,Electric,46420,2023-07-13,2026-01-30,Third,1,15.578121392694252,1,Expired,-51,2-3 yrs,2023-07
Car,69181,Poor,1,9,Diesel,62093,2024-01-01,2026-01-28,Second,0,12.535017506266092,1,Expired,-53,Over 8 yrs,2024-01
Motorcycle,40983,Average,0,6,Electric,66615,2023-10-13,2025-02-17,Third,2,16.87590073365041,1,Expired,-398,5-8 yrs,2023-10
Truck,50108,Poor,0,7,Petrol,52890,2024-01-23,2025-06-07,Second,0,18.18844057200053,1,Expired,-288,5-8 yrs,2024-01
Bus,46850,Average,4,6,Petrol,119731,2023-05-15,2025-02-26,Third,0,11.313446357508386,1,Expired,-389,5-8 yrs,2023-05
Car,72580,Average,3,9,Diesel,138873,2024-02-20,2025-08-05,Third,3,11.00539756311398,1,Expired,-229,Over 8 yrs,2024-02
Truck,47082,Good,0,8,Diesel,24545,2023-06-06,2025-04-14,Third,2,15.34142596361554,1,Expired,-342,5-8 yrs,2023-06
Truck,43961,Good,5,3,Petrol,36860,2023-08-28,2025-11-26,Third,1,15.779069845523814,1,Expired,-116,2-3 yrs,2023-08
Suv,74029,Good,0,8,Petrol,70057,2024-02-05,2024-11-16,First,0,17.626907972689704,0,Expired,-491,5-8 yrs,2024-02
Truck,53788,Average,5,7,Electric,40144,2023-07-29,2024-05-01,First,1,12.449902313846334,1,Expired,-690,5-8 yrs,2023-07
Suv,37275,Average,2,7,Diesel,51843,2023-05-23,2026-01-18,First,2,12.836499825214815,1,Expired,-63,5-8 yrs,2023-05
Truck,71644,Average,1,7,Diesel,96670,2024-01-11,2025-03-30,First,3,17.901820037060162,0,Expired,-357,5-8 yrs,2024-01
Bus,78699,Good,4,4,Diesel,68903,2023-04-19,2025-04-18,Second,3,14.29306622234226,1,Expired,-338,3-5 yrs,2023-04
Motorcycle,77747,Average,5,10,Electric,142276,2023-05-05,2025-05-31,First,1,19.5117320668244,1,Expired,-295,Over 8 yrs,2023-05
Car,73327,Average,3,8,Electric,39434,2023-11-06,2026-03-20,First,1,15.386924728284104,1,Expired,-2,5-8 yrs,2023-11
Truck,38313,Good,1,4,Diesel,57242,2023-05-05,2024-05-14,Second,2,19.414876283225148,0,Expired,-677,3-5 yrs,2023-05
Suv,49202,Average,4,7,Electric,136049,2023-08-24,2026-01-08,First,0,10.962375010117764,1,Expired,-73,5-8 yrs,2023-08
Suv,48742,Good,4,6,Diesel,147687,2023-09-23,2024-12-25,First,0,17.192594283677305,1,Expired,-452,5-8 yrs,2023-09
Motorcycle,52296,Good,0,5,Electric,67562,2023-07-19,2025-06-26,Second,3,16.367340705617003,1,Expired,-269,3-5 yrs,2023-07
Motorcycle,37358,Good,0,3,Electric,90667,2023-10-17,2024-11-05,Third,0,12.5738737478393,1,Expired,-502,2-3 yrs,2023-10
Motorcycle,73713,Average,1,2,Electric,73819,2023-12-06,2024-09-15,Third,3,10.036772032892316,1,Expired,-553,1-2 yrs,2023-12
Suv,42386,Average,1,2,Diesel,54408,2023-04-08,2024-12-09,Third,0,12.715460004366657,1,Expired,-468,1-2 yrs,2023-04
Car,40613,Good,5,5,Petrol,123787,2023-08-29,2024-09-09,First,2,18.341324094233947,1,Expired,-559,3-5 yrs,2023-08
Suv,33131,Average,0,4,Electric,72145,2023-06-16,2024-12-10,Second,0,10.565949478233858,0,Expired,-467,3-5 yrs,2023-06
Van,31380,Poor,5,3,Electric,1461,2023-07-22,2025-06-13,Third,3,18.71002447697812,1,Expired,-282,2-3 yrs,2023-07
Bus,56496,Average,1,1,Petrol,141125,2023-07-17,2026-02-19,Third,2,17.09733890393374,1,Expired,-31,Under 1 yr,2023-07
Van,34048,Poor,3,9,Diesel,130247,2023-11-28,2025-08-30,Third,2,10.26732320862094,1,Expired,-204,Over 8 yrs,2023-11
Motorcycle,59744,Good,0,3,Electric,81566,2023-06-30,2024-05-21,First,3,17.23358616260398,1,Expired,-670,2-3 yrs,2023-06
Motorcycle,46527,Poor,5,10,Electric,133592,2023-12-23,2024-09-12,Second,2,16.91846188980039,1,Expired,-556,Over 8 yrs,2023-12
Truck,42151,Good,0,1,Petrol,103504,2023-07-21,2025-07-14,First,3,10.82664409223952,0,Expired,-251,Under 1 yr,2023-07
Truck,70227,Poor,2,7,Diesel,49334,2023-09-03,2025-06-29,Second,1,19.413762503231663,1,Expired,-266,5-8 yrs,2023-09
Suv,44621,Average,3,9,Electric,45597,2023-10-23,2025-05-28,Second,2,16.153333296162213,1,Expired,-298,Over 8 yrs,2023-10
Motorcycle,78806,Poor,2,5,Petrol,33699,2023-07-21,2026-01-28,First,3,19.257756062519345,1,Expired,-53,3-5 yrs,2023-07
Van,64257,Average,0,1,Diesel,37834,2023-10-02,2024-08-04,First,1,16.778018493562783,1,Expired,-595,Under 1 yr,2023-10
Motorcycle,52030,Average,4,1,Petrol,20271,2023-04-24,2024-10-27,Third,1,13.81733864081203,1,Expired,-511,Under 1 yr,2023-04
Bus,73050,Poor,3,1,Petrol,47423,2023-05-17,2024-06-09,Second,1,10.616331057674913,1,Expired,-651,Under 1 yr,2023-05
Van,58440,Average,5,4,Electric,141799,2023-09-05,2026-03-22,First,0,12.370234002150111,1,Active,0,3-5 yrs,2023-09
Truck,76506,Poor,5,1,Electric,118354,2023-11-11,2025-02-10,Third,2,14.289092524182516,1,Expired,-405,Under 1 yr,2023-11
Bus,63162,Poor,0,9,Electric,107145,2023-05-16,2025-04-27,Third,0,10.198449386538782,1,Expired,-329,Over 8 yrs,2023-05
Car,48353,Good,2,4,Electric,75732,2023-12-26,2025-12-27,Third,3,13.093695903922807,1,Expired,-85,3-5 yrs,2023-12
Motorcycle,48819,Average,1,5,Electric,76849,2023-09-18,2025-02-28,First,3,16.987033790425503,1,Expired,-387,3-5 yrs,2023-09
Truck,60802,Average,3,2,Diesel,63125,2024-01-13,2025-10-01,First,3,19.474581225220916,1,Expired,-172,1-2 yrs,2024-01
Van,62330,Average,4,5,Petrol,142230,2023-09-08,2025-09-14,Third,1,18.216435012489015,1,Expired,-189,3-5 yrs,2023-09
Bus,36726,Good,4,2,Petrol,10302,2024-01-28,2024-10-21,Third,0,15.250616101095783,1,Expired,-517,1-2 yrs,2024-01
Van,59207,Good,2,2,Petrol,66007,2023-04-13,2024-12-05,First,1,14.27558738487479,0,Expired,-472,1-2 yrs,2023-04
Car,37810,Average,5,5,Petrol,93341,2023-05-18,2024-09-27,Second,1,16.299686807282534,1,Expired,-541,3-5 yrs,2023-05
Motorcycle,38044,Poor,1,8,Petrol,122014,2023-05-29,2025-02-16,First,2,10.97631402139323,1,Expired,-399,5-8 yrs,2023-05
Motorcycle,30895,Average,5,10,Electric,72075,2024-02-07,2025-06-25,First,0,11.632459430213157,1,Expired,-270,Over 8 yrs,2024-02
Van,62522,Good,3,7,Petrol,12328,2023-09-24,2025-11-28,First,0,14.35558354870098,0,Expired,-114,5-8 yrs,2023-09
Bus,64650,Average,4,7,Diesel,33684,2023-06-04,2024-12-11,First,2,10.141830998161648,1,Expired,-466,5-8 yrs,2023-06
Van,43810,Average,2,10,Petrol,126750,2023-10-23,2025-08-06,First,3,16.759130651131954,0,Expired,-228,Over 8 yrs,2023-10
Truck,54415,Poor,4,2,Electric,50072,2023-07-14,2024-05-26,First,1,12.172136282250449,1,Expired,-665,1-2 yrs,2023-07
Truck,37167,Average,3,8,Petrol,98298,2023-08-02,2026-01-08,Second,1,15.353035448064706,1,Expired,-73,5-8 yrs,2023-08
Bus,62326,Good,1,3,Petrol,3770,2023-12-01,2025-11-18,Third,2,11.261941175474004,1,Expired,-124,2-3 yrs,2023-12
Bus,52206,Average,4,2,Petrol,97140,2023-06-12,2024-08-04,First,3,10.639199356776263,1,Expired,-595,1-2 yrs,2023-06
Truck,42465,Good,4,2,Diesel,82528,2023-06-24,2024-05-06,Third,2,14.82973394088835,1,Expired,-685,1-2 yrs,2023-06
Car,31116,Average,1,3,Petrol,100176,2023-11-09,2025-09-27,Second,0,10.973786855139917,1,Expired,-176,2-3 yrs,2023-11
Motorcycle,40082,Average,5,5,Electric,95279,2024-01-17,2024-05-10,First,2,17.77941759506006,1,Expired,-681,3-5 yrs,2024-01
Bus,74104,Poor,2,4,Diesel,35166,2023-09-01,2024-06-02,Third,1,11.782552499953038,1,Expired,-658,3-5 yrs,2023-09
Van,33954,Average,1,8,Petrol,60824,2023-04-14,2025-06-06,Second,2,12.10996337684417,1,Expired,-289,5-8 yrs,2023-04
Van,74636,Good,5,6,Electric,55476,2023-08-14,2025-08-31,First,1,11.033693993279606,1,Expired,-203,5-8 yrs,2023-08
Motorcycle,48548,Poor,4,3,Electric,55149,2023-06-29,2025-02-05,First,0,14.4087762676931,1,Expired,-410,2-3 yrs,2023-06
Car,79748,Poor,4,3,Electric,74911,2023-12-07,2025-12-04,Third,2,17.55062711782149,1,Expired,-108,2-3 yrs,2023-12
Suv,43580,Good,0,9,Diesel,144313,2023-04-16,2024-12-02,Second,1,12.732534622611494,1,Expired,-475,Over 8 yrs,2023-04
Motorcycle,70335,Average,5,9,Petrol,118680,2023-12-07,2024-07-08,Second,1,19.81594273842324,1,Expired,-622,Over 8 yrs,2023-12
Van,55486,Average,3,2,Electric,21401,2023-12-16,2025-05-16,First,1,13.849796719971716,1,Expired,-310,1-2 yrs,2023-12
Suv,45454,Poor,0,9,Diesel,91912,2023-08-16,2025-08-29,Third,3,18.37784925458383,1,Expired,-205,Over 8 yrs,2023-08
Bus,64100,Good,5,10,Diesel,56832,2024-01-08,2024-10-21,Second,1,19.03566304358621,1,Expired,-517,Over 8 yrs,2024-01
Car,76696,Average,4,5,Petrol,26339,2023-12-15,2025-05-10,First,1,15.898653219233877,1,Expired,-316,3-5 yrs,2023-12
Bus,70143,Poor,0,5,Petrol,41820,2023-07-08,2024-06-22,Second,1,17.703877003640912,1,Expired,-638,3-5 yrs,2023-07
Motorcycle,34300,Average,4,1,Diesel,23792,2023-05-27,2025-12-29,Third,2,17.660199196213405,1,Expired,-83,Under 1 yr,2023-05
Truck,49263,Average,4,3,Electric,14778,2023-09-07,2024-07-25,First,2,10.043429923182206,1,Expired,-605,2-3 yrs,2023-09
Van,48235,Poor,1,8,Petrol,147927,2024-01-21,2026-01-15,Third,0,11.89593309352321,1,Expired,-66,5-8 yrs,2024-01
Truck,75272,Average,4,1,Diesel,110053,2024-01-15,2025-10-19,Second,1,18.636661003184777,1,Expired,-154,Under 1 yr,2024-01
Car,63119,Average,3,2,Petrol,37121,2023-11-06,2025-08-11,Third,2,11.413301562433071,1,Expired,-223,1-2 yrs,2023-11
Car,40151,Poor,3,10,Electric,121483,2023-11-29,2024-06-16,Second,2,12.708700241410176,1,Expired,-644,Over 8 yrs,2023-11
Truck,54057,Poor,5,5,Petrol,109015,2023-06-03,2024-07-11,Third,3,10.969947503936105,1,Expired,-619,3-5 yrs,2023-06
Truck,67065,Poor,3,5,Electric,11248,2023-08-04,2024-11-25,Third,0,15.804410480440144,1,Expired,-482,3-5 yrs,2023-08
Van,53406,Poor,2,7,Electric,36579,2024-02-19,2025-02-15,Second,0,17.572213861145144,1,Expired,-400,5-8 yrs,2024-02
Motorcycle,72720,Good,4,7,Electric,92063,2024-01-15,2024-07-06,Third,2,17.057321865227284,1,Expired,-624,5-8 yrs,2024-01
Bus,56530,Poor,4,7,Petrol,3760,2023-10-01,2025-04-10,First,2,19.1578041941538,1,Expired,-346,5-8 yrs,2023-10
Van,56206,Good,2,7,Diesel,105100,2023-10-27,2025-02-05,Second,1,11.84429858911134,1,Expired,-410,5-8 yrs,2023-10
Car,49373,Good,5,3,Electric,71116,2023-05-29,2025-03-20,Second,1,16.698912561897785,1,Expired,-367,2-3 yrs,2023-05
Van,69350,Poor,5,7,Electric,34477,2023-12-09,2025-12-01,Second,2,19.155988314387344,1,Expired,-111,5-8 yrs,2023-12
Bus,53176,Average,2,4,Petrol,103792,2024-02-16,2024-10-01,Third,3,15.83361400876604,1,Expired,-537,3-5 yrs,2024-02
Van,74044,Poor,4,9,Petrol,92506,2023-10-15,2026-02-15,First,0,14.95788957744164,1,Expired,-35,Over 8 yrs,2023-10
Motorcycle,50914,Average,4,4,Petrol,72721,2023-04-20,2025-07-22,First,0,18.123266481316353,1,Expired,-243,3-5 yrs,2023-04
Motorcycle,57263,Poor,5,10,Electric,79060,2023-04-15,2025-12-28,Third,1,13.355600897544862,1,Expired,-84,Over 8 yrs,2023-04
Truck,54813,Poor,2,8,Diesel,3474,2024-02-19,2024-11-21,Second,2,10.293109213588384,1,Expired,-486,5-8 yrs,2024-02
Motorcycle,62756,Average,5,1,Electric,137745,2024-01-22,2024-09-09,First,3,17.289648303547988,1,Expired,-559,Under 1 yr,2024-01
Bus,46096,Good,3,8,Diesel,63098,2023-10-08,2025-02-05,Second,1,19.839489318737883,0,Expired,-410,5-8 yrs,2023-10
Truck,51141,Average,2,5,Petrol,148392,2023-04-20,2025-04-01,First,3,12.701733876780317,1,Expired,-355,3-5 yrs,2023-04
Truck,49800,Poor,4,7,Diesel,135996,2023-04-10,2025-07-09,Second,2,15.68489263216716,1,Expired,-256,5-8 yrs,2023-04
Bus,59109,Average,2,5,Diesel,52287,2024-01-08,2025-10-12,Second,1,12.058621060718416,1,Expired,-161,3-5 yrs,2024-01
Bus,51591,Average,5,10,Electric,137917,2023-04-21,2024-06-12,First,0,15.038567989940974,1,Expired,-648,Over 8 yrs,2023-04
Motorcycle,67685,Average,4,1,Petrol,36236,2023-07-26,2024-09-13,Third,3,19.243394199533817,1,Expired,-555,Under 1 yr,2023-07
Van,78307,Poor,1,1,Diesel,86181,2023-09-10,2025-10-14,First,0,10.568812695910236,0,Expired,-159,Under 1 yr,2023-09
Suv,35192,Average,5,7,Petrol,111772,2024-02-22,2024-07-17,Third,0,19.635779595859873,1,Expired,-613,5-8 yrs,2024-02
Suv,46607,Good,3,7,Electric,143723,2023-08-13,2025-11-08,Second,3,12.306493839470948,1,Expired,-134,5-8 yrs,2023-08
Suv,70999,Average,3,5,Petrol,133742,2023-06-26,2024-10-29,First,0,16.92496935458083,1,Expired,-509,3-5 yrs,2023-06
Bus,42639,Poor,5,10,Diesel,121687,2023-10-25,2024-10-24,First,3,10.828325918646144,1,Expired,-514,Over 8 yrs,2023-10
Motorcycle,66574,Poor,0,8,Diesel,124722,2023-06-13,2024-06-06,Second,1,19.617538685315026,1,Expired,-654,5-8 yrs,2023-06
Motorcycle,35714,Average,3,4,Electric,20554,2023-07-05,2025-02-05,Second,3,12.301084143386056,1,Expired,-410,3-5 yrs,2023-07
Van,31993,Good,1,10,Electric,17925,2023-08-06,2026-03-17,First,3,11.638681559453936,1,Expired,-5,Over 8 yrs,2023-08
Bus,32502,Good,4,5,Petrol,17324,2023-11-05,2024-12-30,Third,0,15.793378775212272,1,Expired,-447,3-5 yrs,2023-11
Truck,43991,Poor,1,5,Diesel,100407,2023-10-13,2024-05-21,First,1,13.74970396759321,0,Expired,-670,3-5 yrs,2023-10
Suv,41444,Poor,3,6,Diesel,67212,2024-02-19,2025-02-04,Second,1,19.292372664387628,1,Expired,-411,5-8 yrs,2024-02
Motorcycle,73779,Average,0,3,Diesel,76071,2023-10-05,2024-11-22,Third,3,17.546435204783414,0,Expired,-485,2-3 yrs,2023-10
Car,58165,Good,0,5,Petrol,147761,2024-01-01,2024-05-12,Second,3,14.010030231486075,1,Expired,-679,3-5 yrs,2024-01
Suv,69189,Good,5,4,Petrol,37326,2023-11-26,2024-08-02,First,2,18.030380200112333,1,Expired,-597,3-5 yrs,2023-11
Motorcycle,44859,Average,2,8,Petrol,76651,2023-09-22,2025-10-09,First,0,11.91487308940116,0,Expired,-164,5-8 yrs,2023-09
Suv,55085,Poor,5,4,Electric,105243,2023-10-29,2025-03-25,Third,3,18.373425469286538,1,Expired,-362,3-5 yrs,2023-10
Car,44354,Poor,4,1,Electric,85407,2023-07-19,2025-08-20,Third,0,17.212751342170264,1,Expired,-214,Under 1 yr,2023-07
Suv,43352,Poor,0,8,Electric,14418,2023-11-19,2024-06-07,Third,1,15.06323894503069,1,Expired,-653,5-8 yrs,2023-11
Van,30197,Good,3,1,Petrol,30515,2023-11-29,2025-02-10,Second,1,13.404353077991722,0,Expired,-405,Under 1 yr,2023-11
Van,42309,Good,0,7,Electric,39052,2024-01-20,2025-01-04,Third,1,16.76104205523226,1,Expired,-442,5-8 yrs,2024-01
Suv,40689,Average,3,5,Diesel,23833,2023-06-27,2024-10-02,First,0,17.653512253019723,1,Expired,-536,3-5 yrs,2023-06
Car,69471,Average,1,2,Petrol,38060,2023-06-21,2024-11-20,Third,1,11.444768074380043,0,Expired,-487,1-2 yrs,2023-06
Van,59503,Average,2,2,Diesel,67879,2023-09-03,2024-11-09,First,0,15.14150507363981,0,Expired,-498,1-2 yrs,2023-09
Truck,62757,Poor,4,4,Diesel,51638,2023-09-13,2024-11-23,First,3,12.745812702338418,1,Expired,-484,3-5 yrs,2023-09
Bus,64484,Poor,0,7,Electric,139859,2024-02-18,2025-10-21,Third,1,12.015164776616448,1,Expired,-152,5-8 yrs,2024-02
Suv,67191,Poor,1,4,Diesel,64383,2023-04-18,2025-02-25,First,0,12.897944604016809,1,Expired,-390,3-5 yrs,2023-04
Motorcycle,63145,Poor,4,2,Petrol,141442,2023-09-22,2024-05-21,Third,3,13.562719212380884,1,Expired,-670,1-2 yrs,2023-09
Truck,73877,Good,4,2,Electric,9432,2023-08-04,2025-03-27,Second,3,11.08771476072518,1,Expired,-360,1-2 yrs,2023-08
Suv,51160,Average,1,4,Diesel,104385,2023-06-07,2024-05-11,First,3,15.935996007826708,1,Expired,-680,3-5 yrs,2023-06
Car,58274,Poor,3,9,Electric,120008,2023-07-05,2024-11-12,First,2,16.357507755552078,1,Expired,-495,Over 8 yrs,2023-07
Van,65435,Good,2,5,Petrol,20389,2023-05-12,2025-09-16,Second,1,11.997805328964624,1,Expired,-187,3-5 yrs,2023-05
Suv,63153,Poor,2,8,Electric,48420,2023-06-02,2026-03-16,First,3,18.052297826447216,1,Expired,-6,5-8 yrs,2023-06
Bus,40090,Average,1,1,Petrol,89944,2024-02-25,2025-01-15,First,3,14.49532325705288,1,Expired,-431,Under 1 yr,2024-02
Van,76898,Good,0,3,Diesel,136895,2023-08-15,2024-05-01,First,1,17.20040490755685,1,Expired,-690,2-3 yrs,2023-08
Bus,55717,Good,1,5,Diesel,78207,2023-08-03,2026-03-28,First,3,10.307747081953542,1,Active,6,3-5 yrs,2023-08
Van,34259,Poor,3,2,Petrol,13115,2023-07-14,2024-10-16,Third,1,10.56643171258212,1,Expired,-522,1-2 yrs,2023-07
Van,41142,Average,0,6,Petrol,61611,2023-07-18,2024-10-23,Second,1,11.47057480563109,0,Expired,-515,5-8 yrs,2023-07
Bus,75773,Good,1,5,Petrol,28549,2023-08-18,2025-10-05,First,2,19.921826530139285,0,Expired,-168,3-5 yrs,2023-08
Van,47077,Average,2,5,Petrol,137524,2023-10-08,2026-01-28,Second,3,17.813366986526887,1,Expired,-53,3-5 yrs,2023-10
Car,79008,Good,3,5,Electric,67971,2023-06-28,2025-06-27,First,0,19.0977698827646,1,Expired,-268,3-5 yrs,2023-06
Van,65657,Good,3,8,Diesel,140547,2023-08-20,2024-11-08,First,0,14.34633348992188,1,Expired,-499,5-8 yrs,2023-08
Motorcycle,61740,Good,0,1,Diesel,111487,2023-05-03,2025-03-24,Third,1,14.46564909473592,1,Expired,-363,Under 1 yr,2023-05
Truck,78997,Average,3,3,Petrol,8763,2023-12-04,2026-03-16,Third,1,10.84327790867712,1,Expired,-6,2-3 yrs,2023-12
Suv,57282,Average,1,6,Electric,134792,2024-02-20,2025-10-28,First,1,19.11504962737027,0,Expired,-145,5-8 yrs,2024-02
Car,54567,Poor,5,3,Petrol,10060,2023-11-05,2024-08-15,Third,3,16.213573182217225,1,Expired,-584,2-3 yrs,2023-11
Suv,77748,Poor,0,3,Electric,25866,2023-11-13,2024-12-22,Second,0,16.962344525119576,0,Expired,-455,2-3 yrs,2023-11
Bus,38035,Good,3,9,Petrol,36811,2023-04-20,2025-11-12,Second,3,10.76376748391215,0,Expired,-130,Over 8 yrs,2023-04
Motorcycle,53445,Average,1,9,Electric,74980,2023-06-11,2024-11-25,Third,0,15.102471065628968,1,Expired,-482,Over 8 yrs,2023-06
Motorcycle,44081,Poor,4,2,Diesel,47838,2023-10-23,2024-11-09,Second,0,16.23991157023291,1,Expired,-498,1-2 yrs,2023-10
Motorcycle,65467,Poor,5,8,Electric,108528,2023-09-09,2026-03-19,Second,2,13.059696623178578,1,Expired,-3,5-8 yrs,2023-09
Suv,75384,Average,2,4,Diesel,14514,2023-05-05,2024-10-12,Second,1,15.91027900007754,1,Expired,-526,3-5 yrs,2023-05
Van,75281,Good,4,4,Petrol,76701,2024-02-09,2025-07-30,Second,1,10.947327578075129,1,Expired,-235,3-5 yrs,2024-02
Bus,78115,Good,5,8,Electric,123417,2023-09-27,2025-10-29,Second,2,10.84537138644919,1,Expired,-144,5-8 yrs,2023-09
Truck,54420,Average,1,4,Electric,85063,2023-06-22,2025-09-28,Second,1,18.135481014027736,0,Expired,-175,3-5 yrs,2023-06
Truck,69091,Poor,4,1,Electric,80384,2024-01-31,2025-10-02,Third,0,17.054609667313315,1,Expired,-171,Under 1 yr,2024-01
Suv,50670,Average,4,4,Diesel,35905,2023-11-21,2026-02-19,First,2,12.702956078046594,1,Expired,-31,3-5 yrs,2023-11
Truck,40861,Average,4,7,Diesel,137606,2023-10-31,2024-06-03,First,3,15.710602406656257,1,Expired,-657,5-8 yrs,2023-10
Suv,30168,Average,2,1,Petrol,61101,2023-09-07,2025-08-22,First,2,19.466645087530445,0,Expired,-212,Under 1 yr,2023-09
Motorcycle,41933,Poor,1,3,Diesel,36264,2023-09-01,2025-10-09,Third,1,13.376581430932609,1,Expired,-164,2-3 yrs,2023-09
Van,78725,Average,1,10,Diesel,116713,2024-02-10,2025-05-25,First,2,18.44663896768601,0,Expired,-301,Over 8 yrs,2024-02
Truck,43073,Average,0,1,Diesel,61184,2023-12-09,2024-05-27,Second,0,14.221060121181273,0,Expired,-664,Under 1 yr,2023-12
Motorcycle,54129,Average,2,6,Electric,123200,2023-09-17,2025-02-24,First,3,17.246629653106314,1,Expired,-391,5-8 yrs,2023-09
Motorcycle,76713,Poor,0,10,Diesel,132532,2023-12-21,2024-07-30,Third,3,17.386024060531106,1,Expired,-600,Over 8 yrs,2023-12
Car,45114,Average,1,2,Diesel,75516,2023-05-12,2025-12-08,Third,2,14.366309219462496,0,Expired,-104,1-2 yrs,2023-05
Motorcycle,41926,Average,4,3,Petrol,14820,2023-09-27,2024-07-25,First,3,14.323658768163078,1,Expired,-605,2-3 yrs,2023-09
Suv,64179,Poor,0,8,Electric,74781,2023-05-19,2024-05-07,Third,2,19.342763427338067,0,Expired,-684,5-8 yrs,2023-05
Suv,52692,Good,0,8,Diesel,120096,2023-06-11,2025-06-22,Second,3,13.219763648154464,1,Expired,-273,5-8 yrs,2023-06
Van,35508,Good,1,1,Diesel,120044,2023-07-16,2024-09-15,Second,1,14.15222237718548,1,Expired,-553,Under 1 yr,2023-07
Van,34278,Average,2,3,Petrol,60411,2023-10-14,2025-10-28,Second,0,13.358663190151194,0,Expired,-145,2-3 yrs,2023-10
Van,31128,Poor,1,2,Electric,63134,2023-12-06,2025-11-29,Second,3,16.189675306982625,1,Expired,-113,1-2 yrs,2023-12
Suv,37330,Average,0,10,Petrol,129517,2023-12-07,2024-11-22,First,1,15.936684718522084,0,Expired,-485,Over 8 yrs,2023-12
Car,71329,Average,1,9,Diesel,123254,2023-07-23,2025-10-21,First,1,11.8061409609909,1,Expired,-152,Over 8 yrs,2023-07
Bus,40723,Average,1,6,Electric,61821,2023-11-24,2025-04-22,First,2,11.1630278516897,1,Expired,-334,5-8 yrs,2023-11
Van,44760,Average,3,3,Diesel,70286,2023-07-27,2024-11-20,Third,1,17.34613018346844,1,Expired,-487,2-3 yrs,2023-07
Car,57087,Average,3,5,Electric,58747,2023-04-18,2024-05-02,First,0,19.88191599856467,1,Expired,-689,3-5 yrs,2023-04
Truck,41184,Average,4,3,Diesel,50253,2023-09-11,2024-10-27,Second,0,14.498120433842551,1,Expired,-511,2-3 yrs,2023-09
Bus,73260,Good,4,9,Diesel,76229,2023-06-30,2026-02-15,Second,1,19.85928144758512,1,Expired,-35,Over 8 yrs,2023-06
Motorcycle,40173,Good,2,5,Petrol,100918,2023-12-09,2025-03-11,Third,1,17.201424249949795,0,Expired,-376,3-5 yrs,2023-12
Motorcycle,43049,Poor,2,4,Diesel,82688,2024-02-08,2025-12-13,First,3,17.806777764076458,1,Expired,-99,3-5 yrs,2024-02
Suv,44626,Good,4,4,Diesel,66091,2023-12-22,2026-02-24,First,0,12.149423143150024,1,Expired,-26,3-5 yrs,2023-12
Truck,38506,Average,1,7,Diesel,102168,2023-12-21,2025-11-10,Second,0,19.41751795457607,1,Expired,-132,5-8 yrs,2023-12
Bus,67967,Good,1,1,Diesel,120454,2023-06-17,2025-09-07,Third,0,15.533721777856869,1,Expired,-196,Under 1 yr,2023-06
Van,58006,Good,4,3,Petrol,2238,2023-12-14,2025-05-14,Second,1,11.570553995690677,1,Expired,-312,2-3 yrs,2023-12
Van,69623,Poor,3,6,Diesel,116311,2023-07-06,2024-09-27,Second,2,11.336448593579874,1,Expired,-541,5-8 yrs,2023-07
Van,59257,Poor,2,6,Diesel,129203,2023-08-14,2024-09-06,First,0,13.07235100381764,1,Expired,-562,5-8 yrs,2023-08
Suv,39419,Average,2,1,Diesel,42908,2023-08-10,2025-10-13,First,3,19.85129035103364,1,Expired,-160,Under 1 yr,2023-08
Motorcycle,79900,Average,3,7,Petrol,72365,2023-08-01,2024-07-04,Second,3,14.020610560573129,1,Expired,-626,5-8 yrs,2023-08
